# ObsMCLauncher MOD翻译文件
# 格式：curseforge_id|mod_ids|chinese_name|abbr
# 数据来源：mcmod百科 + HMCL + PCL2 融合
#
bh3|bh3|崩坏3|BH3
|bh3rd|崩坏3rd|
not-enough-crashes,not-enough-crashes-forge,notenoughcrashes|notenoughcrashes,notenoughcrashesforge|崩溃优化|NEC
crasher|crasher|崩溃机|
crash-to-main-menu|crash-to-main-menu,crashtomainmenu|崩溃返回主菜单|
ic2-rpg|ic2rpg|工业RPG|
industrial-foregoing|industrialforegoing|工业先锋|IF
industrial-foregoing-extra-upgrades|ifeu,industrialforegoingextraupgrades|工业先锋:更多升级|IFEU
ifpatcher|ifpatcher|工业先锋补丁|
integration-foregoing|integrationforegoing|工业先锋集成附属|
industrial-upgrade,industrialupgrade|industrialupgrade,super_solar_panels|工业升级|IU
industrybase|industrybase|工业基石|InB
industrial-renewal|industrialrenewal|工业复兴|
industrial-renewal-port|industrialrenewal,industrialrenewalport|工业复兴移植版|
industrial-expansion-te-addon|industrialexpansion|工业扩充 (TE附属)|
industrial-expansion-te-addon|industrialexpansionteaddon|工业扩充（TE附属）|
wealizh|wealizh|工业故事|WLH
industrial-craft|IC2,ic2,industrialcraft|工业时代2|IC2
ic2-classic,ic2classic|IC2-Classic-Spmod,ic2classic|工业时代2经典版|IC2C
ic2c-extras|ic2c_extras,ic2cextras|工业时代2经典版拓展|
industrial-wires|industrialwires|工业线缆|IW
converting-industrial-wires|convertingindustrialwires,industrialwires|工业线缆：转化版|
tfmg-virtual-oil-deposit|tfmgvirtualoildeposit,tfmgvod|工业长路：虚拟油田|
industrial-revolution|indrev,industrialrevolution|工业革命|IR
indrevjei|indrevjei|工业革命JEI|IRJEI
fastworkbench|fastbench,fastworkbench|工作台性能优化|
fastbench-for-fabric|fastbench,fastbenchforfabric|工作台性能优化Fabric版|
tools-attack|tools_attack,toolsattack|工具也横扫！|TA
unbreaken|unbreaken|工具保护|FS
tool-leveling,tool-leveling-plus,tool-leveling-plus-fabric,tool-upgrades|toolleveling,toollevelingplus,toollevelingplusfabric,toolupgrades|工具升级|
back-tools|backtools|工具后置 / 后背工具展示|
backtools|backtools|工具后置/后背工具展示：重制版|
quality-tools|qualitytools|工具品质|
utility-mobs|UtilityMobs,utilitymobs|工具怪物|
tool-belt|toolbelt|工具皮带|
toolscombine|stc,toolscombine|工具组合|
tool-progression|toolprogression|工具进阶|
|tool_update|工具附魔等级升级|
artisan-worktables|artisanworktables|工匠之作/工匠工作台|AW
artisan-worktables-1-16|artisanworktables,artisanworktables116|工匠之作2 / 工匠工作台2|AW2
tinkers-delight|delightful_tinkers,tdelight,thinkers_delight,tinkersdelight|工匠乐事|DT
tinkers-reforged|tinkers_reforged,tinkersreforged|工匠再锻|
tinkers-craft|tinkercraft,tinkerscraft|工匠创意|
tinkers-innovation,tinkersinnovation|tinkersinnovation|工匠创新|TI
tinkers_ingenuity|tinkers_ingenuity|工匠匠心|
artisan-tools-1-16|artisantools,artisantools116|工匠工具|AT
tinkers-thinking|tinkers_thinking,tinkersthinking|工匠巧思|TiT
dreamtinker|dreamtinker|工匠幻梦|
|workmanship01|工匠技艺|
tinker-i-o|tinker_io,tinkerio|工匠接口|
tinker-i-o-ce|tinker_io,tinkerioce|工匠接口社区版|
tinkervillager|tinker17,tinkervillager|工匠村民|TV
tinkers-jewelry|tinkersjewelry|工匠珠宝|
tinkers-jewelry-ex|tinkers_jewelry_ex,tinkersjewelryex|工匠珠宝拓展|
|tinkers_waste|工匠的实用小物件|TUI
artifice|Artifice,artifice|工匠的手艺|
tinkers-archery|tinkersarchery|工匠箭术|
|solidarytinker|工匠联合|ST
artisan-automation|artisanautomation|工匠自动化|
tinkers-forging|tinkersforging|工匠锻造|
compendium|compendium,tinkerscompendium,tinkersdefense|工匠防御|
factorization|factorization|工厂化/因式分解|FZ
factory-blocks|factory_blocks,factoryblocks|工厂方块|
factory-tech|factorytech|工厂科技|
engineers-workshop|engineersworkshop|工程师工作站|
engineers-toolbox|eng_toolbox,engineerstoolbox|工程师工具箱|
engineers-tools|engineerstools|工程师的工具|
engineers-decor|engineersdecor|工程师的装饰|
engineers-doors|engineersdoors|工程师的门|
croptopias-chocolaterie-unofficial|cacao,croptopiaschocolaterieunofficial|巧克力工坊：非官方版|
sushigocrafting|sushigocrafting|巧制寿司|
|barrierfree|巧渡障碍|
foragers-insight|foragers_insight,foragersinsight|巧觅巧食|
giant-player-boss|giantplayerboss,playerbosses|巨人玩家 Boss|
giant-swords|giantswords|巨剑|
|hugescreenshot|巨型截图|HSM
colossal-battery|colossal_battery,colossalbattery|巨型电池|
colossal-chests|colossalchests|巨型箱子|
|shamanry|巫媒|
bewitchment,bewitchment-legacy|bewitchment,bewitchmentlegacy|巫师之路|
witching-gadgets|WitchingGadgets,WitchingGadgetsCore,witchinggadgets|巫师宝具|WG
wizardry-mod|wizardry,wizardrymod|巫师艺术|
witchery|witchery|巫术|
wizardry-golems|wizardrygolems|巫术傀儡|
electroblobs-wizardry|ebwizardry,electroblobswizardry|巫术学|EBWizardry
magic-seeds-for-electroblobs-wizardry|magicseedsforelectroblobswizardry,t3s4ebw|巫术学魔法种子|
electroblobs-wizardry-continuation|electroblobswizardrycontinuation,wizardry|巫术学：延续|
electroblobs-wizardry-twilight-forest-spell-pack|electroblobswizardrytwilightforestspellpack,tfspellpack|巫术学：暮色森林法术包|
witcherypatch|witcherypatch|巫术补丁|
|witchery|巫术：新生|
witchery-rewitched|witchery_rewitched,witcheryrewitched|巫术：重生|
headshot-bonus|headshotbonus|已无可惧/简单爆头|
|forge_tweak|已用得词|
bartworks|bartworks|巴特的作品|
braziliandelight|braziliandelight|巴西乐事|
brazilian-fields|brazilian_fields,brazilianfields|巴西风情|
buddycards|buddycards|巴迪卡牌|
buddycards-expansions|buddycardsexp,buddycardsexpansions|巴迪卡牌扩展|
|Dimension_Items|布响丸啦！[维度综合禁用]|OT
ragdoll-corpses|ragdollCorpses,ragdollcorpses|布娃娃尸体|
blahaj|blahaj|布罗艾|
|blahaj|布罗艾 Fabric Back Port 版|
hellish-blahaj|blahaj,hellishblahaj|布罗艾 Hellish 版|
mcr_blahaj|blahaj|布罗艾扩展版|
blahaj-restitched|blahaj,blahajrestitched|布罗艾重制版|
blahaj-legacy|blahaj|布罗艾：旧版|
blahaj-legacy|blahajlegacy|布罗艾：旧版 (Blåhaj：Legacy) - 无法访问|
blahaj-reforged|blahaj|布罗艾：重铸|
seelescraft|seelescraft|希儿的工坊|
corpse-kibou-no-hana|corpsekibounohana,kibounohana|希望の花|
greek-fantasy|greekfantasy|希腊幻想|
|tentAndWall|帐篷与围墙|TAW
bag-of-yurting|bagofyurting|帐篷袋|
parzis-star-wars-mod,pswg|parzisstarwarsmod,pswg|帕尔奇的星球大战|PSWG
|palaria|帕拉瑞亚|
pasterdream|pasterdream|帕斯特之梦|PD
|pasterdream_beta|帕斯特之梦 旧版|
patchouli-quests|patchouliquests,patchoulitask|帕秋莉任务手册|
patchouli,patchouli-fabric|patchouli,patchoulifabric|帕秋莉手册|
archprp|archprp|帕秋莉手册加载补丁跨平台版|PRP-Arch/ArchPRP
patchoulibutton|patchoulibutton|帕秋莉手册按钮|
|grimoireofpatchouli|帕秋莉的魔法书|GoP
screenshot-with-coords|screenshot_with_coords,screenshotwithcoords|带标截图|SWC
lead-villagers|leadvillagers|带领村民|
bl4cks-sit,sit,sit-fabric|sit,sitfabric|席地而坐|
|theballofhelp|帮助之球|
beyond-the-veil|beyondtheveil|帷幕彼端|BTV
jcm|jsblock|常磐装饰|JCM
|integerarray_commonemerald|常见的绿宝石|
hats|hats|帽子|
cleancut|cleancut|干净利落|
banit|banit|干掉它！|
smooth-chunk-save|smoothchunk,smoothchunksave|平滑区块保存|
smooth-chunks|smooth-chunks,smoothchunks|平滑区块加载|
smooth-chunks||平滑区块加载 (Smooth Chunks) - 已失效|
smoother-bedrock|smootherbedrock|平滑基岩层|SB
|smr|平滑基岩层-Forge|SBF
smooth-font|smoothfont,smoothfontcore|平滑字体|SF
smooth-scroll,smooth-scrolling-everywhere,smooth-scrolling-everywhere-fabric|animatimc,smoothscroll,smoothscrollingeverywhere,smoothscrollingeverywherefabric|平滑滚动|
stepup|stepup|平滑自动上坡|SU
flat-colored-blocks-fabric,flat-colored-blocks-forge|flatcoloredblocks,flatcoloredblocksfabric,flatcoloredblocksforge|平滑色块|FCB
smoothmenu|smoothmenu|平滑菜单|
smoothmenu-refabricated|smoothmenu,smoothmenurefabricated|平滑菜单：重制版|
smooth-swapping,smooth-swapping-forge,smooth-swapping-forge-updated|smoothswapping,smoothswappingforge|平滑转移|
smooth-swapping-1.20.4-port|smooth_swapping|平滑转移 1.20.4 移植|
flatsigns|FlatSigns,flatsigns|平置牌子|
balanced-enchanting|balancedenchanting|平衡附魔|
|firecracker,newyeartaste|年味|
|imperfect_magic|并不完美的魔法|IM
cme-is-bad|cme_suck_my_duck|并发修改什么的不要鸭|CMESucks
enchantment-to-attack-faster|attackspeedenchantment,enchantmenttoattackfaster|并非环取/攻击速度附魔非官方版|
real-survivor|realsurvivor|幸存者|
magic-clover|magicclover|幸运四叶草|
|luckydraw|幸运彩券|
lucky-block-official,luckyblock-fabric,luckyblocks|lucky,luckyblockfabric,luckyblockofficial,luckyblocks|幸运方块|LB
|lucky_block_island|幸运方块空岛|LBI
lucky-beans|luckybeans|幸运豆|
transmog|transmog|幻化|
shape-shifter-curse|shape-shifter-curse,shapeshiftercurse|幻形者诅咒|
phantom-blood,phantomblood|phantomblood|幻影之血|PB
|phtage|幻影时代|PHTAGE
yakumoblade|yakumoblade|幻想之刃 / 刀藏录|YA
arcadian-dream|arcadiandream|幻想之梦|AD
journey-to-gensokyo|journeytogensokyo|幻想乡之旅|JTG
gensokyo-delight-youkais-feasts|gensokyodelightyoukaisfeasts,youkaisfeasts|幻想乡乐事 ~~ 妖怪们的飨宴|
craftgr|craftgr|幻想乡电台|
incorporeal|incorporeal|幻想多媒体|
incorporeal-2-rhododendrite|incorporeal,incorporeal2rhododendrite,rhododendrite|幻想多媒体2|
incorporeal-3|incorporeal,incorporeal3|幻想多媒体3|
gensokyo-ontology|gensokyoontology|幻想存有论|GSKO
fantasy-craft|fantasycraft|幻想工艺|FC2
|fantasycraftcomplements|幻想工艺：扩充|FCC
|legendarybeasts|幻想怪物|
fantasy-armor,fantasy_armor|fantasy_armor,fantasyarmor|幻想铠甲|
fantasyfood|fantasyfood|幻想食物|FF
eidolon|eidolon|幻梦|
eidolons-hexblades|eidolonshexblades,hexblades|幻梦咒剑|
sanguine-arsenal|sanguinearsenal|幻梦：血染武装|
slideshow-fabric|slide_show|幻灯片|
slide-show-pro|slideshow|幻灯片：增强|
phantomfaces|phantomfaces|幻灵接口|
|awakened_phantom|幻翼觉醒了|
|visions_block_mod|幻象|VB
|flammpfeil.slashblade.laemmle|幻魔炼金拵|
|babyanimalsdropexperience|幼年生物掉落经验|BADE
stygian-endunoffical|stygian|幽冥末地：非官方版|
silents-delight|silentsdelight|幽匿乐事|
sculk-horde|sculkhorde|幽匿部落|
underworld-magic-craftsmanship|defender,underworld_magic_craftsmanship|幽法工艺|UMC
ghostlys|gespenst,ghostly,ghostlys|幽灵|
antighost|antighost|幽灵方块同步修复|
|hadean_breathe|幽焰之息|
deeperdarker|deeperdarker|幽邃黑暗|
malisisadvert|malisisadvert|广告牌|MA
manors-bounty|manors_bounty,manorsbounty|庄园馀事|
bedsheet|bedsheet|床单|BS
tfc-hourglass|tfc_hourglass,tfchourglass|床起速时 / 梦该醒了|TFCH
tfc-hourglass||床起速时 / 梦该醒了 (TFC Hourglass) - 审核中|
|InventoryScan|库存扫描|IS
paimonfood|paimonfood|应急食品|
paimonfoodreborn|pmfreborn|应急食品：重制|PFR
|paimonfoodrecooked|应急食品：重烹|PFRe
paimeng|paimeng|应急食物|
applied-cooking|appliedcooking|应用厨房|
|applied_create|应用机械|
|AppliedThermodynamics|应用热力学|
ae1,applied-energistics-1|AppliedEnergistics,appliedenergistics1|应用能源|AE
ae2,applied-energistics-2|ae2,appliedenergistics2,appliedenergistics2-core|应用能源2|AE2
ae2-uel-extended|ae2uelextended,appliedenergistics2|应用能源2非官方拓展|
|appliedenergistics2|应用能源2非官方版|
|ae2_additions|应用能源扩展|AE2A
ae2-extended-life|ae2extendedlife,appliedenergistics2|应用能源非官方延续版|AE2UEL
applied-botanics,applied-botanics-addon|appbot,appliedbotanicsaddon|应用能源：植物魔法附属|
applied-mekanistics|appliedmekanistics,appmek|应用能源：通用机械附属|
applied-flux|appflux,appliedflux|应用通量|
applied-integrations|appliedintegrations|应用集成|AI
applied-mana|appliedmana,mana_ae|应用魔法|AM
garbage-energy|GarbageEnergy,garbageenergy|废品能源炉|
abandoned-urban|abandoned_urban,abandonedurban|废弃城市|
|vacation_diary|度假日记|
multishot|CameraStudio,multishot|延时摄影|
laggoggles|laggoggles|延迟监视|
lglegacy|laggoggles,lglegacy|延迟监视：移植版|
lagmeter|lagmeter|延迟表|
respawn-delay,respawn-delay-fabric|respawndelay,respawndelay-fabric,respawndelayfabric|延迟重生|
|expansion_of_building_materials|建材拓展|EBM
buildcraft|BuildCraft|Builders,BuildCraft|Core,BuildCraft|Energy,BuildCraft|Factory,BuildCraft|Robotics,BuildCraft|Silicon,BuildCraft|Transport,BuildMod,buildcraft,buildcraftbuilders,buildcraftcore,buildcraftenergy,buildcraftfactory,buildcraftlib,buildcraftrobotics,buildcraftsilicon,buildcrafttransport,kamenridercraft4th|建筑|BC
staff-of-building|staffofbuilding|建筑之杖|
buildcraft-compat|BuildCraft|Compat,buildcraftcompat|建筑兼容|
building-gadgets|buildinggadgets,buildinggadgets2|建筑小帮手|
architects-dream|architectsdream|建筑师之梦|
architect-tools-converter-1-7-10|architecttoolsconverter1710,arctools|建筑师工具 - 转换器|
architecturecraft|ArchitectureCraft,architecturecraft|建筑师工艺|
architecture-craft,architecturecraft-tridev|architecturecraft,architecturecrafttridev|建筑师工艺重置版|
architects-palette,architects-palette#all-versions,architects-palette-fabric|architects_palette,architectspalette,architectspalettefabric|建筑师的调色板|
construction-wand|constructionwand|建筑手杖|
buildcraft-additions|bcadditions,buildcraftadditions|建筑扩充|
construction-sticks|constructionstick,constructionsticks|建筑棒|
|djyy|建筑楼层批量复制|BCBF
enable-cheats|enablecheats|开启作弊模式|
|offline-multiplayer|开启离线模式多人游戏|OMP
|workbenchfc|开局三子|WFC
flatworld|com.ch1a.flatworld,flatworld|开山棒|
open-loader|openloader|开放式加载|
open-terrain-generator|openterraingenerator|开放式地形生成器|OTG
open-tower-defence|opentd,opentowerdefence|开放式塔防|OpenTD
OpenSecurity|opensecurity|开放式安全|
openblocks|OpenBlocks,openblocks|开放式方块|OB
ompd|ompd|开放式模块化被动防御|OMPD
openmodslib|OpenMods,OpenModsCore,openmods,openmodscore,openmodslib|开放式模组库|OML
openmodularturrets|openmodularturrets|开放式炮台|OMT
omlib|omlib|开放式炮台库|
elevatormod,openblocks-elevator|elevatorid,openblockselevator|开放式电梯|
opencomputers|OpenComputers,OpenComputers|Core,opencomputers,opencomputers|core|开放式电脑|OC
oc2|oc2|开放式电脑 II|OC2
openperipheralcore|OpenPeripheralAddons,OpenPeripheralCore,OpenPeripheralIntegration|开放式电脑外设|
openperipheralcore|openperipheralcore|开放式电脑外设 (OpenPeripheral) - 核心|
openperipheralintegration|openperipheralintegration|开放式电脑外设 (OpenPeripheral) - 联动|
openperipheraladdons|openperipheraladdons|开放式电脑外设 (OpenPeripheral) - 附加|
|OpenXP|开放式经验|
openlink|openlink|开放式联机|OL
openfm|openfm|开放电台|
|toolleveling,toollevelingrework|异延锻造|TLR/TLL
redirectionor-retro,redirector|redirectionor,redirectionorretro,redirector|异引定址|
aliensvspredator|aliensvspredator|异形大战铁血战士|AVP
|exshapestairs|异形楼梯|
|shiny|异格/异色|
asyncparticles|asyncparticles|异步粒子|
|objection|异议！|
hostile-delight,unusualdelight|hostiledelight|异趣乐事/宿敌乐事|
cultivationcraft|cultivationcraft|异道修仙|
|unkillablegamemodes|弑神无效|
|bow_api|弓API|
archers-paradox|archers_paradox,archersparadox|弓箭手悖论|
bow-overhaul|BowOverhaul,bowoverhaul|弓箭改革|
aimbow-bow-hit-indicator|aimbow-mod,aimbowbowhitindicator|弓箭瞄准|
|arrowjumpcrit|弓箭跳射暴击|
lead-beyond|lead_beyond,leadbeyond|引向超越|BYD
reghostjump|ghostjump,reghostjump|引殃髑至|
|ci|引雷物品|CI
homing-xp-orb|homingxporb|引验导追/归航经验球|
crossbow|crossbow|弩|
|integerarray_scimitar|弯刀|
bouncier-beds,bouncier-beds-fabric|bouncierbeds,bouncierbedsfabric|弹力床|
|danmaku|弹幕姬|
|DanmakuCraft|弹幕工艺|
danmakucore|danmakucore|弹幕核心|
bullet-chat|bchat,bulletchat|弹幕聊天|
bouncing-balls|bouncingballs|弹跳球|
bouncing-balls-api|bouncingballs_api,bouncingballsapi|弹跳球 API|
trajectory-estimation|trajectory_estimation,trajectoryestimation|弹道估计|TJE
ballistix|ballistix|弹道学|
trajectory,trajectoryprojections|trajectory,trajectoryprojections|弹道预测|
trajectory-preview,trajectory-preview-fabric|trajectory_preview,trajectorypreview,trajectorypreviewfabric|弹道预览|
glaretorch|glaretorch|强光火把|
forcejava21|forcejava21|强制 Java21|
|fj21r|强制 Java21：重生|FJ21R
forceasciifont|forceasciifont|强制ASCII字体|
forcecloseworldloadingscreen|forcecloseloadingscreen|强制关闭加载屏幕|
force-void-world|FVW,forcevoidworld,fvw|强制虚空世界|FVW
powerful-dummy|powerful_dummy,powerfuldummy|强力假人|PD
reinforcedtools|reinforcedtools|强化工具|
|reinforcedtoolsreloaded|强化工具重置版|RTR
reinforced-deepslate-crafting|reinforced_deepslate_crafting,reinforceddeepslatecrafting|强化深板岩的合成|RDC
|nfl|强化离线登录|NFL
mighty-ender-chicken|mightyenderchicken|强大的末影鸡|
extrachampions|extrachampions|强敌扩充|
strongluck|sl|强运|
replaymod|replaymod|录像回放|
|meteor-client|彗星端|
pastel,pastel-mod|pastel|彩绘世界|
pasteljei|pasteljei|彩绘世界JEI|
coloured-tooltips|colouredtooltips|彩色提示框|
colored-lux|coloredlux,lux|彩色照明|Lux
spectrite-mod|spectrite,spectritemod|彩虹|
big-pony|bigpony|彩虹大马|
rainbowwrenchforjei-reforge|rainbowwrenchforjeireforge,rwfj|彩虹扳手：Forge版|RWFJR
rainbow-oak-trees|rainboaks,rainbowoaktrees|彩虹橡树|
rainbow-oak-trees-2|rainbowoaks,rainbowoaktrees2|彩虹橡树2|
orechidendium|orechidendium|影矿兰|
contact|contact|往来|
contact-love-rekindled|contact,contactloverekindled|往来：旧情复燃|
geomastery|geomastery|征服大地|
conquest-reforged|blockpalette,connect,conquest,conquestreforged|征服者|
todo-list|todolist|待办事项|
lods-of-emone|lodsofemone|很多钱|
|flysword|御剑飞行|
|otaku_craft|御宅工艺|OtC
taoism|taoism|御灵|
cyclic|cyclic,cyclicmagic|循环|
shimmer,shimmer!|shimmer|微光|
glimmering-tales|glimmeringtales|微光纪事|GT
|TinyCarts|微型矿车|
tiny-progressions|tinyprogressions,tp|微型自动化|
minecoprocessors|minecoprocessors|微处理器|
german-road-signs-mod|germanroadsignsmod,schildermod|德国交通标志|
dregora|dregora|德雷戈拉|
druidcraft|druidcraft|德鲁伊工艺|
baubley-heart-canisters,heartcanister|baubleyheartcanisters,bhc,heartcanister|心之容器|BHC
|heartblade|心之所向|
heart-crystal|heartcrystal,hearts|心之水晶|
|heartwork|心血结晶|THW
hotbaaaar|hotbaaaar|忄夬扌疌木兰|
always-a-wither-skull,always-a-wither-skull-fabric|alwaysawitherskull,alwaysawitherskullfabric|必得凋灵骷髅头颅|
fyres-youwilldiemod|fyresmodjam,fyresyouwilldiemod|必死无疑|
|memoryaddition|忆-战斗拓展|
|jutsubag|忍术手袋|
happy-trails|happytrails|快乐小径|
|happypvp|快乐的PVP|
|knife_fast|快刀无感/快到无感|
|qfm|快捷功能菜单|QFM
|hotbarredirect|快捷栏路径配置|HR
quick-shulker,quickshulker|quickshulker|快捷潜影盒|
quick-chat|quick_chat|快捷聊天|
|qcm|快捷聊天信息|QCM
|quickonlinemod|快捷联机|QOM
quick-menu|quickmenu|快捷菜单|
quick-refine|quick_refine,quickrefine|快捷锻刀|QR
|quick_fix_iron_golem|快速修复铁傀儡|
quick-stack-to-nearby-chests,quickstack|quickstack,quickstacktonearbychests|快速堆叠|
quick-save,quicksave|quicksave,quticksave|快速存档&快速读档|Qs&Ql
fast-container-placement|fast-container-placement,fast_container_placement,fastcontainerplacement|快速容器放置|FCP
fastcraft|FastCraft,fastcraft|快速工艺|
fastopenlinksandfolders|fastopenlinksandfolders|快速打开链接和文件夹|
|mr_quickly_mineturtleeggs|快速挖掘海龟蛋|QMTE
quick-consume-2|quickconsume2|快速摄入2|
quick-consume|quickconsume|快速消耗|
gotta-climb-fast|gottaclimbfast|快速爬梯|
fastchest|fastchest|快速箱子渲染|
fastchest||快速箱子渲染 (FastChest) - 在此处更新|
fastchest|fastchest|快速箱子渲染 (FastChest) - 已不再更新|
|prf|快速联机|
quickstore|quickstore|快速贮藏重制版|
|quicktakeoff|快速起飞|
fastquit|fastquit|快速退出|
silence|silence|快速静音|
fast-food|fastfood|快餐|
fastfood-delight|fastfooddelight|快餐乐事|
fastfood-delight-bedrock-unofficial||快餐乐事基岩版|
|ff|快餐食物|
teds-old-world-gen-mod|OWG,tedsoldworldgenmod|怀旧地形|OWG
show-me-the-enchantment|showmetheenchantment|怎魔，你不附器|
|ponder|思索|
|emergencystop|急停|
|estop|急停按钮|
first-aid,firstaid|firstaid|急救/医疗护理|
mouse-wheelie|mouse-wheelie,mousewheelie|急速滚轮|
performant|performant|性能优化|
|wh1|怪兽工艺|TKC
eccentric-tome|eccentrictome|怪奇宝典|
monster-swarm|monsterswarm|怪物云集|
mobtalker2|mobtalker2|怪物交谈2|
|monsterlegend|怪物传说|
improved-mobs,improved-mobs-fabric|improvedmobs,improvedmobsfabric|怪物增强|
|mobsenhancement|怪物增强附属|MEA
mob-battle-mod,mob-battle-mod-fabric|mobbattle,mobbattlemod,mobbattlemodfabric|怪物大乱斗|
yarr-cute-mob-models-remake|yarr_cutemobmodels,yarrcutemobmodelsremake|怪物娘化|
mob-properties|MobProperties,mob_properties,mobproperties|怪物属性|MP
lorespawn|lorespawn|怪物巢穴|
|mobgrows|怪物成长|
mob-amputation|mobamputation|怪物截肢|
mob-control-wands|micwands,mobcontrolwands|怪物控制魔杖|
black-dragon-armor|blackdragonarmor,monster_hunter_world|怪物猎人·世界：黑龙盔甲|
monster-hunter-frontier-craft|mhfc,monsterhunterfrontiercraft|怪物猎人边境工艺|MHFC
|StubbornMonster|怪物的倔强|
|grinder_enhance|怪物磨床增强|
mob-dismemberment|mobdismemberment|怪物肢解|
configurable-mob-potion-effects,configurable-mob-potion-effects-fabric|configurablemobpotioneffects,configurablemobpotioneffectsfabric|怪物药水效果自定义|CMPE
armoreablemobs|armoreablemobs|怪物装备自定义|
mob-rebirth|mobrebirth|怪物重生|
mob-captains|mob_captains_mr,mobcaptains|怪物队长|
gravityfalls-mod|gravityfallsmod|怪诞小镇|GF
lycanites-mobs|desertmobs,forestmobs,freshwatermobs,infernomobs,junglemobs,lycanitesmobs,mountainmobs,plainsmobs,saltwatermobs,swampmobs|恐怖生物|LM
hydrophobia|hydrophobia|恐水症|
permanent-light-generator,permanent-light-generator-fabric,plg|permanentlightgenerator,permanentlightgeneratorfabric,plg|恒久光发电机|PLG
stellar-api|StellarAPI,stellarapi|恒星API|
stellar-fluid-conduits|stellarfluidconduits|恒星流体导管|
march-of-the-ents|marchofents,marchoftheents|恩特的进军|MOE
better-badlands|better_badlands,betterbadlands|恶地改善|
ghasts-drop-records|gastsdroprecords,ghastsdroprecords|恶魂掉落唱片|
iblis|iblis|恶魔|
devil-fruits,mine-mine-no-mi|devilfruits,mineminenomi|恶魔果实|
buckshotroulette|buckshotroulette|恶魔轮盘赌|BR
dreadsteel|dreadsteel|悚怖钢|
yoyos|yoyos|悠悠球|
atmospheric|atmospheric|悠然一派|
tragicmc|TragicMC,tragicmc|悲惨世界1|
tragicmc2|TragicMC,tragicmc2|悲惨世界2|TMC2
tragicmc-2-continuation|tragicmc2continuation|悲惨世界2：延续|
tragicmc3|tragicmc,tragicmc3|悲惨世界3|TMC3
frights-delight|frightsdelight|惊悚乐事|FrD
bed-spawn-backport|bedspawnbackport,bedspawnmod|想设就设|BSB
world-of-pure-imagination|world-of-pure-imagination,worldofpureimagination|想象界|
gelato-galore-2|gelato_galore,gelatogalore2|意式冰淇淋盛宴|
tough-as-nails|toughasnails|意志坚定|TAN
tan-campfire-spit|tancampfirespit,tanspit|意志坚定-篝火烤架|
tough-expansion|tanaddons,toughexpansion|意志坚定：热力附属|
bountifulharvest|bountifulharvest|感恩节乐事|
bee-angry-est|beeangry-est,beeangryest|愤怒的蜜蜂|
humbling-bundle|humblingbundle|慈善捆绑包|
lazy-ae2|lazyae2,threng|懒人AE2|LAE
lazierae2|lazierae2|懒人AE2 1.16+|
lazy-ae2-patch|lazyae2patch|懒人AE2补丁|
delightful-cuisine-for-woodheads-reforged|cookingforblockheads,delightfulcuisineforwoodheadsreforged|懒人厨房·重制|
lazy-crafting|lazy_crafting|懒人合成|LC
|smithing_template|懒人锻造模板|LPFT
|ro_ss|懒狗生存|RO_SS
gobber|gb,gobber|戈伯|
gobber-fabric|gobber2,gobberfabric|戈伯2|
gobber-delight-a-farmers-delight-add-on|gobberdelight,gobberdelightafarmersdelightaddon|戈伯乐事|
achievement-books|achievementbooks|成就书|
achievement-fix|achievement-fix|成就修复|
achievement-detection-fix|achievementdetection,achievementdetectionfix|成就检测修复|
prestige|prestige|成就点|
|ie|成语附魔|IE
jackie-chan-s-weapon|jackie_chans_weapon,jackiechansweapon|成龙的武器|
|sleepanytime|我TM睡睡睡睡睡睡睡|SAT
|satr|我TM睡睡睡睡睡睡睡：重铸|SATR
can-i-mine-this-block|can-i-mine-this-block,caniminethisblock|我­­ 能 挖 它 吗？|cimtb
oh-the-biomes-weve-gone|biomeswevegone,ohthebiomeswevegone|我们走过的生物群系|BWG
just-sleep|justsleep|我就睡个觉|
|im_tired|我很疲倦|IT
i-am-very-smart,i-am-very-smart-forge|iamverysmart,iamverysmartforge|我很聪明|
|cleaner|我是小小清洁工|
whoami|whoami|我是谁?|
fast-tpa|fast_tpa,fasttpa|我来助你！|
|weaila|我正在看的是什么实体?|WEAILA
|minecraftplusplus|我的世界++|MPP
|abyq|我的世界但是除了你都很快|abyq
|mc_lb|我的世界创作者的幸运方块|MCLB
|mlc|我的世界启动器核心|MLC
minecraft-dungeons-mod|duneons,minecraftdungeonsmod|我的世界地下城|MCD
|hybridcreatures|我的世界杂交版|HC
minecraft-transit-railway|minecrafttransitrailway,mtr|我的世界铁路|MTR
mcdw|mcdw|我的世界：地下城武器|MCDW
mcdar|mcdar|我的世界：地下城法器|MCDAR
mcda|mcda|我的世界：地下城盔甲|MCDA
mc-dungeons-enchanting|mc_dungeons_enchantments,mcd_enchantments,mcdungeonsenchanting|我的世界：地下城附魔|MCDE
|minecreed|我的信条|
rainbow6|rainbow6|我的六号|R6MS
mycommands|mycommands|我的命令|
citymod|citymod|我的城市：交通与生活|CM
mine-little-pony|minelp|我的小马驹|MineLP
minefactory-reloaded|minefactoryreloaded|我的工厂|
minefactory-reloaded|MineFactoryReloaded|我的工厂2|MFR2
